Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P90,P95,P97
2,222.5,1.066872639,163.202203,0.039671082,150.9939053,152.52892,154.8905318,158.8313341,163.202203,167.5652567,171.4856495,173.8289744,175.349672
2,223.5,1.069803036,163.2125835,0.039668635,151.0028889,152.5382338,154.9002654,158.8415332,163.2125835,167.5754766,171.4954418,173.8383858,175.358787
2,224.5,1.072655401,163.2225779,0.039666254,151.0115315,152.5471971,154.9096356,158.851354,163.2225779,167.5853118,171.5048583,173.8474302,175.367542
2,225.5,1.075431258,163.2322024,0.039663936,151.0198482,152.5558248,154.9186579,158.8608124,163.2322024,167.5947785,171.5139151,173.8561235,175.3759527
2,226.5,1.078132156,163.2414722,0.039661679,151.0278532,152.5641315,154.9273472,158.8699234,163.2414722,167.6038921,171.5226274,173.8644808,175.3840343
2,227.5,1.080759655,163.2504019,0.039659481,151.0355596,152.5721307,154.9357171,158.8787012,163.2504019,167.6126671,171.5310098,173.8725166,175.391801
2,228.5,1.083315329,163.2590052,0.039657339,151.0429803,152.5798353,154.9437809,158.8871595,163.2590052,167.6211174,171.5390761,173.8802445,175.3992664
2,229.5,1.085800751,163.2672954,0.039655252,151.0501271,152.5872574,154.9515511,158.8953111,163.2672954,167.6292563,171.5468394,173.8876774,175.4064433
2,230.5,1.088217496,163.2752848,0.039653218,151.0570114,152.5944085,154.9590395,158.9031682,163.2752848,167.6370963,171.5543121,173.8948277,175.4133439
2,231.5,1.090567133,163.2829854,0.039651237,151.0636438,152.6012996,154.9662574,158.9107425,163.2829854,167.6446494,171.561506,173.9017071,175.4199799
2,232.5,1.092851222,163.2904086,0.039649306,151.0700346,152.6079412,154.9732154,158.918045,163.2904086,167.6519269,171.5684326,173.9083268,175.4263623
2,233.5,1.095071313,163.297565,0.039647424,151.0761934,152.6143431,154.9799237,158.9250863,163.297565,167.6589397,171.5751024,173.9146973,175.4325015
2,234.5,1.097228939,163.304465,0.039645591,151.0821295,152.6205147,154.9863922,158.9318765,163.304465,167.6656981,171.5815258,173.9208289,175.4384076
2,235.5,1.099325619,163.3111185,0.039643804,151.0878515,152.626465,154.9926299,158.9384252,163.3111185,167.6722121,171.5877126,173.9267311,175.4440902
2,236.5,1.101362852,163.3175349,0.039642063,151.0933679,152.6322026,154.9986458,158.9447416,163.3175349,167.678491,171.5936721,173.9324132,175.4495583
2,237.5,1.103342119,163.3237231,0.039640367,151.0986866,152.6377356,155.0044483,158.9508345,163.3237231,167.684544,171.5994132,173.9378839,175.4548206
2,238.5,1.105264876,163.3296918,0.039638715,151.1038152,152.6430718,155.0100454,158.9567122,163.3296918,167.6903797,171.6049444,173.9431517,175.4598853
2,239.5,1.107132561,163.3354491,0.039637105,151.1087609,152.6482187,155.0154449,158.9623829,163.3354491,167.6960062,171.6102738,173.9482244,175.4647604
2,240,1.108046193,163.338251,0.039636316,151.1111674,152.6507234,155.0180729,158.9651429,163.338251,167.6987436,171.6128653,173.9506901,175.4671292
